Group,x,y,t,s
R,-7.799521977,153.744384,0,1
U,-30.18848644,-103.1786867,1,1
T,-24.84000777,-100.7013434,0,0
S,5.80367941,-301.1235651,0,0
T,-54.05550751,-170.9475526,0,0
R,-46.09179759,416.0272992,0,1
R,2.231680424,229.9442751,0,0
U,-32.89068052,215.7255182,1,1
S,19.70770503,-399.0528351,0,1
U,-19.97853036,-394.4009171,0,0
R,-42.15117157,93.88406604,0,0
S,-4.80182991,-295.2421632,0,1
S,41.44399824,-430.8496588,0,0
R,-22.65693574,358.9060776,0,1
U,-29.24372494,27.9638859,0,0
T,-4.483916959,-331.6868636,0,0
U,-14.18108167,-263.5950133,1,1
U,-32.26563403,149.9893682,1,1
U,-10.0080597,-196.2842017,1,1
T,-34.86022517,-221.6755633,0,1
R,-37.64682963,406.6002992,0,1
S,-7.383133816,-132.9516226,0,0
U,9.151510998,-244.7324862,1,0
R,-4.787447026,319.8091446,0,1
S,-5.61600528,-2.682271497,0,1
U,-51.80770046,63.69927917,1,1
R,8.900942658,-127.233138,0,0
U,-43.10850875,98.49991219,1,0
S,5.633897197,-368.625222,0,1
S,-27.7780233,-10.89416391,0,0
S,-19.70592246,15.43065097,0,0
R,-33.96994675,127.9338332,0,0
T,-6.711396649,-266.0287473,0,1
S,17.33028856,-144.3699721,0,0
T,-12.15178994,-353.9914172,0,0
U,-25.13232825,-85.14191671,1,1
S,5.125839575,-436.4294792,0,1
S,-32.65545141,219.8964413,0,0
S,5.430822285,-142.2301699,0,0
R,7.659051393,307.3206713,0,0
T,-32.06582399,-102.3828769,0,1
R,-17.07906682,-22.20102263,0,0
R,-29.04123713,125.8511121,0,0
S,-28.08922014,-72.53796569,0,0
R,-53.45402977,261.5681508,0,0
T,0.249906121,-97.63941082,0,0
S,-9.861289894,55.24664277,0,0
R,-9.440786839,118.0582366,0,1
R,18.7915396,285.7611331,0,0
R,-19.54818163,255.8716365,0,0
U,-18.50600295,-86.06980774,1,0
T,12.27163951,-154.0174003,0,1
T,-13.0805033,-266.2980564,0,1
T,-28.45115231,-356.7671385,0,0
U,-6.685158458,-69.55788814,0,1
U,-10.7356371,-315.0302121,1,0
R,-2.5431923,317.7779306,0,0
S,10.9919674,-438.1905443,0,0
S,-0.92411159,-298.2087141,0,0
R,1.888918075,263.662513,0,0
R,14.12029119,132.9696612,0,1
U,-53.57059178,115.2704731,0,1
R,-8.863855179,357.6199238,0,0
R,-3.354916875,325.1543034,0,0
U,5.433811582,-349.0640151,1,1
T,-26.68841988,-431.3559135,0,0
S,-22.95635666,49.74882244,0,0
R,-18.78308956,166.3186276,0,0
R,-35.36180976,302.4116494,0,1
T,-35.66011782,55.5068093,1,1
T,0.822600975,-56.3875239,0,0
U,6.186303855,-556.4424923,1,1
S,-53.27546502,394.4870403,0,0
T,-12.26350116,-334.1611068,0,1
T,-3.966039345,-395.9982532,0,1
T,-28.28026728,-292.4646123,0,1
S,-34.35711063,-79.7118396,0,0
T,-20.19511537,-332.288137,0,0
U,-32.07038873,-174.8770982,0,0
S,-2.893282731,-190.8732375,0,0
S,-24.6457038,49.13126168,0,1
R,0.366517821,104.8548146,0,1
R,3.00447354,176.7685426,0,1
U,-24.76512748,-3.425779504,1,1
S,15.57934183,-454.0886073,0,1
T,-33.46824891,-251.115268,0,1
S,19.77680734,-216.7446295,0,0
R,-19.9537196,173.3602471,0,0
T,-8.807186257,-70.79667154,0,0
S,-7.768651664,-153.5577664,0,1
R,0.390441918,292.0683089,0,1
R,-18.64925963,72.55191556,0,0
S,-42.20626064,174.5519182,0,0
S,-1.021915654,53.61706003,0,1
R,-4.255589847,33.36645037,0,0
S,-35.40526369,77.76860591,0,0
U,-33.66940467,-27.96241467,0,0
T,-12.80358541,-331.5808147,0,1
R,3.504569642,59.59278744,0,0
U,-21.14954875,-311.2025971,1,0
R,-8.459996669,219.7268275,0,1
T,9.42753649,-273.7053896,0,1
R,-4.948971346,-41.35569067,0,0
T,-5.799356813,-234.8408288,0,1
R,-6.350362885,529.7310026,0,0
U,-70.59545125,392.9318999,0,0
R,-4.935217087,202.7656759,0,0
U,-105.090611,573.9666366,1,0
U,-13.93842286,-297.9722328,1,1
S,2.219821357,-66.90223865,0,1
R,-17.900013,146.0351452,0,1
T,-9.620815658,-253.0149737,0,0
S,2.962753158,-85.49702975,0,0
U,-25.38614417,-145.6258492,1,0
U,-37.07656809,-136.6536186,0,0
R,-20.95123262,292.268162,0,0
R,-27.10435843,249.360538,0,0
T,-28.86443438,-499.7049021,0,1
S,-29.82284498,-76.75065811,0,0
U,-43.60758064,-49.10582261,0,1
S,-17.2199891,35.33540653,0,0
U,-61.62919931,-52.7875216,1,0
S,-10.90968981,-34.15867069,0,1
U,8.147246387,-261.0356036,0,0
T,-22.90927563,-175.6240537,0,0
S,-15.67060213,-142.9291141,0,0
S,-0.531501966,-142.9765736,0,0
R,-11.66957584,188.5021259,0,0
U,-18.95018014,-392.3771133,1,1
S,-72.92814339,55.684332,0,1
U,-7.162783762,-142.5466319,1,1
S,-0.70960653,-62.37919682,0,1
T,-25.65410124,-399.5393365,0,1
T,-17.98704336,-258.3968395,0,1
S,-19.35048341,-156.1943432,0,0
U,-25.42648804,105.53916,1,0
R,6.470824149,-61.06945951,0,0
R,-33.48586471,154.5011394,0,0
R,4.441325802,230.6071856,0,0
U,-15.8526456,19.93721397,0,1
U,-7.984508851,-108.1071341,0,1
S,-5.810517925,-200.1305134,0,1
R,11.65088572,226.0953515,0,1
R,-6.08457691,375.9570275,0,0
S,-19.35757331,149.0564099,0,0
R,-21.7159882,154.0503964,0,1
S,-8.140892134,-81.02499254,0,0
S,0.414658787,17.13948225,0,1
R,-31.26399549,103.5713791,0,1
U,-27.00261958,68.25960567,1,0
R,-39.28823733,311.7509701,0,0
R,-6.135683989,326.4806028,0,1
R,-3.376226146,325.3625919,0,1
U,-24.77529058,-251.5407939,1,0
R,-11.05296494,305.0798257,0,1
S,-14.92670214,-250.8042276,0,1
T,-7.592367175,-205.2027353,0,0
S,-55.90331288,65.33303446,1,0
U,40.73607575,-444.6258088,1,1
U,-37.29809774,-92.12647844,0,0
S,-26.11540558,-26.47125496,0,0
T,-1.255160688,-352.923978,0,0
T,6.378801556,-498.1214576,0,1
S,-17.53821796,-83.28441595,0,1
S,-8.68126727,-131.4873444,0,1
S,-19.86344424,-67.20105213,0,1
R,-10.81440897,373.3103213,0,1
S,-46.74029063,10.86909059,1,1
S,2.976370929,-30.79102058,0,1
T,-53.08624106,-407.148117,0,1
R,14.39401513,-34.59868836,0,1
R,5.465912271,165.9778764,0,0
R,35.63290274,-13.03993283,0,1
R,9.43420684,-98.92538372,0,0
R,0.724389665,223.9737741,0,1
T,-0.101714702,-393.8590163,0,0
T,-23.42405735,-282.5201499,0,0
T,-33.52655565,-351.1636814,0,1
U,-76.7308954,446.7737969,0,0
R,-25.29876882,511.763804,0,1
S,-29.25329837,13.65229417,1,0
U,-44.24277234,-39.40162229,1,1
S,-38.43922572,-6.392354822,0,0
S,22.11967321,-232.4822186,0,1
R,16.55496937,-10.5881415,0,0
R,-19.46895331,249.2140569,0,0
U,-22.01615707,-54.24236235,0,0
S,-29.2481742,-85.08453284,0,1
S,-6.328978568,-246.297603,0,1
U,-16.68086249,122.8527997,1,1
T,-11.22598698,-403.5084796,0,0
R,-14.68866477,292.5545962,0,1
T,4.877721834,-497.8140069,0,0
T,-9.059500045,-260.4465341,0,0
T,-24.71476187,-331.0246978,0,1
R,-16.18733791,70.52965405,0,1
R,-10.37785892,311.9759218,0,1
S,8.421498575,-329.1803801,0,0
U,-59.25285006,54.36898124,1,0
U,-10.59761338,-321.5576099,1,0
U,-3.994951975,-321.2278775,1,0
U,-60.33456854,-13.42630789,1,1
S,-14.44961268,-266.8257716,0,0
T,-15.15834707,-147.8720569,0,1
R,-8.916073548,99.21137967,0,1
R,-3.458661552,-75.74425015,0,0
T,-6.904760104,-289.1273986,0,1
S,-25.68155076,-16.24692209,0,1
U,27.31669528,-467.0450766,1,0
S,8.699859867,-335.4965472,0,1
U,-41.2219115,231.0719041,1,1
U,-50.32905516,-206.7787115,0,1
R,5.338316981,-56.96381479,0,0
U,-7.922910719,-327.9846622,1,1
S,-11.49151144,-179.1507853,0,0
R,-6.013907802,232.3688125,0,1
T,11.06347354,-215.9547145,0,0
U,-14.20436783,-90.47083241,1,1
S,-17.78560836,36.88099099,0,1
R,15.62129008,150.669844,0,0
U,-48.51759164,181.3552448,0,0
T,2.078785389,-118.9767496,0,1
T,-25.17594293,-185.5256777,0,1
R,-24.82256905,349.9991102,0,0
R,-20.54277923,445.3689459,0,0
T,-14.17617655,-361.0640361,0,1
U,8.076862987,-306.9265979,1,0
R,-31.47233846,100.5494329,0,1
U,-19.12107148,-231.9805874,1,1
T,-1.452978817,-311.0031067,0,1
S,-27.33992765,-129.7955672,0,1
T,-13.95452387,-461.0181503,0,0
U,-29.13275418,-58.93444833,1,0
U,-17.61625894,-309.1218968,0,1
R,-24.16342456,322.1261444,0,0
U,-27.54422028,-319.3737917,0,0
T,-28.30278803,-253.7486603,0,1
T,-14.49058867,-192.1837938,0,0
T,-23.04588276,-108.0979369,0,1
T,-3.273996812,-157.1855729,0,1
U,2.552759012,-175.2565708,1,0
R,8.377518219,94.04812083,0,0
T,3.768158363,-576.0810517,0,0
R,-23.30260497,158.8345927,0,1
R,1.008934071,369.4024758,0,1
T,-1.475835108,-237.0009514,0,0
U,-0.399857171,-288.4718352,1,1
T,-17.84157865,-244.8179645,0,0
T,-7.469808846,-319.5228141,0,0
T,-28.02473041,-101.2809841,0,0
R,3.440274544,-17.73616972,0,0
U,37.02767464,-578.8962934,0,0
R,-20.40802192,248.5626288,0,1
T,7.901822461,-387.5873961,0,0
U,-39.51601043,-6.155580267,0,1
U,-27.73739463,-40.49421223,1,1
U,11.08614951,-446.5602257,1,1
R,-31.69377883,333.3517108,0,0
R,-40.27022035,204.1555293,0,1
R,-4.35768214,167.8168259,0,0
T,-10.67004171,-353.6812431,0,0
S,11.33587053,93.03096229,1,0
U,-49.24238002,-163.5993016,1,0
U,-58.35330898,-4.12801443,1,0
U,16.92169138,-356.1138845,1,1
T,-6.181252783,-488.9902569,0,0
U,-33.26810278,18.17298772,1,1
R,-12.4679634,219.4883953,0,1
R,-15.43323527,14.54804097,0,1
R,9.670982093,359.6304391,0,0
S,12.3089569,-122.9123302,0,1
S,-15.45588235,18.72977927,1,1
S,34.75122556,-420.8220992,0,0
R,-15.89276402,320.6052282,0,1
T,-7.348907668,-523.5038209,0,1
R,-54.0656384,208.2479695,0,1
S,2.786972181,20.1686412,0,1
T,-1.746987061,-176.5754185,0,1
R,-15.29757379,320.2454839,0,1
R,-3.277893732,201.1061179,0,0
T,-22.02327337,-356.1992642,0,1
T,-11.49697269,-403.8586824,0,1
R,-10.62632,491.9496939,0,0
R,-25.63494879,32.92418731,0,1
S,36.5116885,-146.6356134,0,0
T,-10.77508288,-135.9130504,0,1
U,-14.20833027,-267.3544217,1,1
U,-22.94929578,25.31227414,1,0
R,-7.629375512,357.2391245,0,0
R,1.1199934,107.5443406,0,1
S,-11.17034629,-139.224765,0,1
R,-17.94546545,116.5632155,0,0
T,-27.5182312,-312.6148324,0,1
U,12.33363213,-451.7602062,1,1
T,-25.04347414,-86.97460026,0,1
T,-28.96471868,-449.5999822,0,1
T,-16.49970473,-251.1109869,0,1
U,-4.295032378,-413.8345187,1,1
R,-4.411679953,270.4101625,0,0
U,27.83649969,-631.419124,1,1
R,-57.65998894,208.3261511,0,1
T,15.6152413,-201.9387739,0,0
S,21.76813834,-223.3745543,0,1
U,-25.02870262,-46.82650474,1,1
R,-28.04004246,111.9695104,0,0
U,-6.327021891,-229.4112653,1,1
U,-24.63024278,47.61447311,0,0
U,-8.997399963,-217.2673502,0,0
T,-21.29886901,-265.8191108,0,0
U,-56.83956471,220.1867921,1,1
U,-36.17587637,-87.13587254,1,1
R,-0.608530368,164.2182439,0,0
R,-48.07983062,282.8610112,0,0
S,-15.46883156,-209.5478849,0,0
R,-28.50066824,175.1553381,0,1
T,-11.8273466,-221.7523448,0,1
U,-24.20168412,99.06551529,1,1
T,-12.04227112,-88.30648823,0,0
T,-26.73351975,-24.82290516,0,0
R,-3.902165844,136.2501813,0,1
T,-38.46543775,-115.1865282,0,0
S,-32.41926082,171.7135738,0,1
S,-4.014201899,-155.0057792,0,0
R,14.63274583,38.91430558,0,0
S,-22.94926364,-158.3486786,0,0
U,13.54932863,-348.0294336,1,1
U,-20.86724348,-151.6153646,1,1
S,-3.891885224,-286.8985977,0,0
R,-48.67408829,141.3151072,0,1
T,0.334451823,109.0741069,0,0
S,13.80297672,-146.5409464,0,0
T,-19.84668738,-139.6323123,0,1
U,12.18297429,-352.9987015,1,1
S,-0.976661665,-270.0532543,0,0
T,0.509844956,-188.3922531,0,1
T,-12.34374705,-33.47940016,0,1
R,-26.37984046,292.6821063,0,1
R,-22.32061596,99.13562279,0,1
R,-41.12098283,477.3782597,0,1
T,-4.082233808,-291.192214,0,0
R,-19.36228868,113.645276,0,0
R,-21.42754894,139.2225703,0,1
U,-43.88014411,112.4698526,1,1
S,35.07611609,-444.2273371,0,0
U,-39.28385713,227.9800362,1,1
S,-45.85062377,128.812683,0,1
T,-11.49516028,105.600286,0,0
U,-12.50416525,-273.341979,1,0
U,-62.68019819,43.56680554,1,1
U,-42.81378369,-152.8824678,0,0
T,-11.63544335,-83.09285412,0,1
R,-23.46620721,-43.49083701,0,1
T,0.794207631,-31.92386639,0,0
U,-8.172992554,-208.8040245,1,1
S,-13.16366197,118.409957,0,1
T,-2.939679592,-328.6304359,0,0
U,-41.9186551,137.530697,1,1
U,-40.7022827,124.1307895,1,1
T,0.81350661,-264.8711196,0,1
T,-22.98797893,-45.5933804,0,0
R,30.36786045,204.4073708,0,1
U,-37.6289436,-14.47778599,1,1
U,-22.70307538,-183.5027453,0,1
S,27.08581964,-265.8050349,0,0
U,-12.58728617,-193.2960616,0,1
R,-26.41010604,388.8457934,0,0
U,3.937823641,-348.5543983,1,1
T,-13.71590364,-219.0765606,0,1
T,-11.59690922,-512.3398083,0,1
S,-4.379926992,-22.59129889,0,1
S,12.71087666,-198.3712666,0,0
T,-20.63842434,-180.1259708,1,1
U,2.761210798,-316.2234646,1,1
S,22.15504743,-449.3225898,0,0
U,-16.65647002,-233.7998391,1,1
U,11.75208089,-335.3897046,1,0
T,-1.688366883,-160.2253946,0,1
S,-2.917108163,-379.3125525,0,0
T,-18.22209501,-221.8599495,0,0
S,-4.145953287,-210.2973893,0,0
R,0.82858491,136.1122387,0,0
R,23.11292447,119.2704045,0,1
T,-31.34218468,5.046622825,0,1
T,-27.38794007,-313.49363,0,1
R,-7.113194102,327.8903789,0,1
S,-64.39519443,255.1181689,0,1
R,-13.92305306,185.4528856,0,0
T,-34.83679905,46.18333241,0,0
S,-20.8049342,-72.98946755,0,1
T,-20.65306394,-91.69808555,0,0
T,4.429872629,-36.46268464,0,1
T,-4.487249076,-221.4594919,0,1
T,-11.25378376,-47.89305893,0,0
T,21.99192893,-398.3724158,0,1
U,-8.617550006,-84.32705348,1,0
T,2.455981913,-83.75554297,0,0
S,-23.35781974,-1.898863999,0,0
T,-39.33786164,-94.66658714,0,0
T,-16.24218796,-184.2170074,0,1
S,-31.5958452,-95.12773241,0,0
R,-36.780534,156.803819,0,1
T,-5.15932522,-201.0587804,0,1
S,17.71652228,-214.5172657,0,0
T,6.420412814,-360.5318801,0,1
R,-13.63214683,206.0366148,0,1
R,11.87628377,74.47983638,0,1
T,-25.90725415,-213.7177033,0,1
R,-18.04742444,55.0108414,0,1
T,-24.30580016,-133.9520927,0,1
R,-12.58259566,163.4095478,1,0
R,1.816159459,383.7019955,0,1
S,15.63931464,-330.9880586,0,1
T,-16.85204107,-176.0478307,0,0
T,1.470095077,-221.993945,0,0
R,5.941218433,124.5070745,0,1
R,12.48914005,385.1174971,0,1
R,-33.1572347,516.303314,0,1
U,-65.13502419,217.2634703,0,0
T,-0.041359698,-191.833516,0,1
R,17.1374557,42.45141055,0,1
T,4.920676085,-11.81636107,0,0
T,2.321234978,-62.5594415,0,0
R,-15.24904686,141.0532122,0,1
S,-33.40035154,28.95329648,0,0
R,-26.67262034,201.4083759,0,0
U,15.57128046,-401.1911475,1,1
S,10.34393498,-167.7514922,0,1
U,-15.03774742,-54.31961885,1,1
U,-1.664758123,-399.0606159,1,1
U,6.503412766,-370.8709996,0,1
R,-17.99425077,93.38577116,0,1
T,-29.79298658,-246.0780848,0,0
S,-37.1835994,117.6101549,0,0
R,-8.3292726,-46.0033131,1,0
R,-0.205248423,238.0814605,0,0
R,-2.30403201,-51.31101725,0,0
S,16.13069896,-375.112272,0,1
T,-24.00402103,-400.4813097,0,1
R,-19.88967346,351.5794646,0,1
R,-17.58210008,332.4624521,0,0
T,-8.974040069,-229.4482044,0,0
R,-4.128648941,313.6068607,0,1
U,-31.37362423,-275.1225032,1,0
T,-27.48872004,-10.64006707,0,0
T,-16.31512551,-90.05446224,0,1
R,-16.2477218,169.9091941,0,1
T,-3.125927968,-270.7999378,0,1
T,-15.24158059,-459.1237526,0,0
U,-29.79132124,82.24891301,1,1
T,-9.564608806,-184.558834,0,1
T,-7.461846349,-307.8753286,0,0
S,-18.93155385,-140.9586362,0,1
U,3.512330045,-234.9414317,0,1
T,-1.085587277,-258.3470786,0,0
R,-33.49886646,109.1725257,0,1
T,-22.63241447,-469.0771727,0,1
T,-18.1995893,-145.3229271,0,1
U,-56.64638668,259.8043258,1,1
S,6.442178313,-349.6543235,0,0
T,-4.481572321,-290.944235,0,1
U,30.81637427,-544.3335261,1,1
R,-18.18199901,164.2428599,0,1
R,-28.30408654,259.2040016,0,0
S,-13.66447018,-275.3087061,0,0
T,-22.67823477,-239.3664149,0,1
R,-7.007383118,213.8158143,0,1
U,32.08903838,-340.2998948,1,1
U,4.172144704,-115.6504555,1,1
R,-9.93078543,162.0704618,0,1
U,29.00662933,-573.4707317,1,0
R,-18.86789177,310.0295911,0,1
T,-4.191884071,-385.3120969,0,0
T,-13.76476678,-211.1251476,0,1
S,14.22764387,-205.7533207,0,0
T,-4.766085708,-50.80122863,0,1
U,13.15915071,-240.7134669,1,1
S,-15.50538677,-51.58964269,0,1
R,-3.009706207,-37.43284992,0,1
S,43.89723222,-295.195551,0,0
U,-10.34728372,-469.4031348,0,1
T,-23.78063034,-331.5227735,0,1
R,-3.448109423,54.31878223,0,0
T,8.208177624,-141.6355551,0,1
T,-28.78114104,-130.8144416,0,0
R,-8.365766777,-139.0314042,0,0
S,29.73480576,-149.4632025,0,1
U,-59.66073403,150.1522293,1,1
T,-11.44345286,-321.7639853,0,1
T,-23.31476945,-284.643448,0,0
U,-44.33236895,28.39571488,1,1
S,-25.34031968,-58.45991951,0,1
S,-7.779205856,-362.0470489,0,1
U,-20.15895628,-167.9870336,1,1
S,-22.63379638,-60.87833037,0,0
T,-15.76586857,-264.6489674,0,0
S,-53.96467775,302.1990971,1,0
R,0.619921513,143.2677159,0,1
U,-14.73737878,-148.9774998,1,0
T,-22.64448082,-303.3677862,0,0
S,-23.23148376,51.58158562,1,0
S,-9.666597058,-76.95748686,0,1
S,10.30630798,-233.4113316,0,0
T,-21.96585662,-205.4437658,0,0
U,7.064614501,-239.4498189,1,0
U,21.88892311,-389.0755685,0,0
T,-21.71158816,-381.6221499,0,0
T,-16.25998377,-179.5458224,0,0
S,-6.752842162,-278.2504552,0,0
T,-13.17286544,-148.7560719,0,1
T,-5.724775907,-370.4013636,0,1
U,-15.25313115,-436.8511296,1,1
U,-33.06395623,155.7864034,1,1
S,13.92260554,-238.0415549,0,0
R,17.76575242,-96.75071677,0,0
R,24.19612793,143.0723817,0,1
T,-24.42924163,-195.6120726,0,0
U,12.43805589,-194.450774,1,1
T,-22.01056488,-223.4406878,0,0
U,29.12398211,-538.4122888,1,1
R,-11.89637662,294.9778942,0,0
T,22.66412242,-339.6278032,0,1
R,-3.283709213,242.0076717,0,0
U,-7.934452642,-360.6848709,1,0
S,31.47404762,34.27652405,0,1
U,10.12872729,-566.1861592,1,0
S,-2.223838472,-336.2753714,0,0
R,-21.82877397,21.62528911,0,0
U,-31.61243106,243.9065384,1,1
U,-23.58445439,-147.6439651,1,1
T,-10.60756292,-230.5047679,0,0
R,-10.67861722,-219.3898361,0,1
T,-4.030119224,-202.6653965,0,1
S,-2.716406115,-186.9324653,0,1
U,-9.417418416,-190.995947,1,1
S,-3.938494734,-197.9024141,0,1
R,-1.793859041,59.03004486,0,0
R,-12.87664671,304.6464867,0,0
R,-24.28243666,226.2145798,0,1
T,-32.63136825,-355.6326279,0,0
T,-13.83374135,-123.3162538,0,0
T,-0.604224568,-15.00183783,0,0
S,-61.68702884,260.908641,0,0
T,-14.58986945,-110.4898781,0,0
R,-15.75909569,331.1500158,0,1
R,-14.27228892,424.1681638,0,1
U,28.03027414,-616.7114779,0,1
T,7.862111137,-206.6643143,0,0
U,-1.347291012,-315.2600051,0,1
U,-17.91551809,-191.7073103,0,0
U,-64.98389639,293.3187018,1,0
U,-17.42528335,-342.243732,0,1
U,-58.30375473,65.36141349,0,0
T,-11.12322494,-109.824406,0,0
U,-17.39497584,-196.6847706,1,1
U,4.792055035,-198.3778203,0,0
U,-31.02403406,53.01341353,1,1
U,18.80292787,-320.8318022,1,0
S,-37.98660571,-32.21055156,0,0
S,-23.49314339,-33.58811437,0,0
T,-14.04586052,51.20809218,0,1
T,7.304051893,-508.0397253,0,1
T,6.081113023,-184.369582,0,1
T,-18.07175842,-254.9515147,0,0
R,-7.443675168,200.6967276,0,1
R,-26.33099594,190.0606957,0,1
R,-40.93041498,-79.52175646,0,1
R,0.524328338,-64.54758149,0,1
U,-21.16806028,-186.2026793,1,0
S,-56.64580745,86.55125257,0,0
S,5.797422183,-36.02941037,0,0
T,-25.11768848,12.19387946,0,0
S,-6.693559858,-365.9163181,0,1
R,-31.20365405,45.21472104,0,1
T,-33.09606711,-159.5748698,0,0
U,-23.68007926,-123.1658581,1,1
T,10.62496631,-127.8691749,0,1
S,-29.47386822,84.28626865,0,0
T,-37.31087649,-32.17644926,0,0
T,-4.902186289,-636.8892795,0,0
R,-9.9678923,160.8893751,0,1
R,-21.33267985,254.9185714,0,0
R,3.942713313,250.4898612,0,1
R,2.105671761,64.83336099,0,1
T,-14.50233042,-9.383424167,0,1
S,-1.609304136,-296.4691834,1,1
T,-14.73650684,-359.2927031,0,0
T,-14.58087444,-367.3615912,0,1
U,-43.51660655,-118.8332843,1,0
U,-1.274656471,-328.8777397,0,0
U,-17.46478546,-294.2233412,0,0
R,26.22171379,93.55707631,0,0
S,-25.10565671,72.89314517,0,1
U,-10.75203521,-311.8640156,0,1
T,-36.23534255,-51.58422067,0,0
U,-65.5232204,347.5399784,1,1
R,-11.26509721,196.1920659,0,0
S,35.67353891,-450.193597,0,1
R,-33.86951518,-21.67587783,0,1
U,-6.945053964,-306.0667547,1,1
R,-8.358308635,-92.38870254,0,1
S,6.709957191,-279.6196684,0,0
T,-11.90987094,-193.4205093,0,0
R,11.67619989,227.8009481,0,1
R,-39.76415848,247.0558831,0,0
U,4.922533761,-361.1026843,1,1
S,11.61360457,-220.3734453,1,0
T,-21.49173407,-15.84864707,0,1
S,-26.26621089,37.69797145,0,0
U,-35.63333531,-148.3675713,1,0
T,-6.692179532,-396.1923972,0,1
T,-0.801650251,-299.8895782,0,1
S,-14.44321956,-61.55651669,0,1
T,-25.67038641,26.47845335,0,1
U,29.08079977,-356.1517149,1,1
U,-25.21178442,-173.6322213,1,0
S,-8.633829216,-181.0602207,0,1
S,-4.573945736,-185.7624224,0,0
T,-24.10887533,95.4878748,0,0
R,-10.86104043,217.8562779,0,0
R,-3.059900647,121.5785521,0,1
T,-31.07454425,-234.5915927,0,1
T,-8.085452983,-215.3513134,0,0
S,-2.213343097,-310.6563967,0,0
T,-2.244284733,-363.8435039,0,1
S,-51.54092879,-8.624735845,0,0
T,-20.67957243,-238.9993607,0,1
S,15.43705456,-14.23156333,0,1
R,-13.21826807,224.5604984,0,1
U,8.127816269,-428.9574389,1,0
R,-0.166025182,214.4666665,0,0
S,-36.35319154,28.79540536,0,0
S,1.316387931,-308.7678156,0,0
S,12.93174132,-433.1139913,0,1
R,-3.784898676,346.3992111,0,1
U,-22.91637125,-143.7623788,0,0
U,-32.08284215,-51.90716061,1,1
U,-20.87327861,26.09346519,0,1
R,-34.2268061,250.4691212,0,1
R,-8.153067669,58.17668992,0,1
T,-4.686107496,16.82089447,0,0
S,-28.02322919,-14.32238263,0,0
U,-55.80151244,56.62636397,1,0
R,-10.91895521,-23.33739474,0,1
T,-43.84813684,-87.41886997,0,0
S,36.93899048,-492.0797418,0,0
T,-15.72654867,-636.8789455,0,1
R,-22.75084151,-11.35355856,0,0
U,9.072924328,-8.3120543,0,0
R,-13.02738829,255.1074078,0,1
T,-41.54138845,27.13574294,0,1
S,30.02215537,-300.2102196,0,1
S,14.91234349,-365.8453926,0,0
S,-20.58898419,-137.5994076,0,0
U,-28.86810763,40.70853764,1,1
U,-61.41820091,140.2245683,0,0
T,-14.43133821,-487.3869272,0,1
R,-30.84263192,17.40508859,0,0
R,-24.75972069,215.2117993,0,1
U,36.02122113,-536.3212184,1,1
T,-4.138058097,-234.386285,0,1
T,-15.82728895,-285.0038086,0,0
U,24.73019964,-347.5048628,0,1
R,9.659743788,182.6167281,0,0
U,-21.55732997,-194.9400583,0,1
T,-41.19894326,-33.00711325,0,0
T,1.063299622,-266.8475972,0,1
R,9.039254295,207.822888,0,1
U,29.23145972,-428.8162657,1,0
T,-16.79578674,-303.8269108,0,1
S,-23.62412918,-95.99458666,0,0
T,-11.91619041,-218.2814574,0,1
S,-62.45250356,299.9710152,0,0
U,-24.17318406,-282.1023997,1,0
R,-14.72050354,280.7824475,0,0
S,30.41348795,-409.8707102,0,0
S,18.21247851,-285.6387281,0,1
T,4.410251208,-308.2165529,0,1
U,24.77256304,-98.97784822,1,1
R,-14.87668447,394.6774603,0,0
T,-20.08837113,-180.7288117,0,1
U,-42.63509529,-114.0917282,1,0
T,-19.49638894,-99.69894522,0,1
U,-2.891825791,-252.7438727,1,1
U,-6.466159109,-316.8964737,1,0
R,-8.307511846,-27.04236889,0,1
U,7.317608572,-274.199274,0,0
U,14.5981524,-378.3305996,1,0
R,-22.62476742,232.2994029,0,1
S,14.17084816,-364.2385261,0,0
S,-32.70963684,-11.33918431,0,0
T,-8.980446062,-153.5087913,0,0
U,-13.54583859,-77.25820357,1,1
R,-24.30126466,7.745487693,0,1
S,-24.92296749,-83.065316,0,0
U,-67.44289152,289.1448042,0,0
R,-15.79561003,10.34848077,0,0
T,-18.33408905,-299.5910112,0,0
U,-85.18079414,224.5958951,0,1
S,-45.69543368,37.55870438,0,1
T,-5.004118337,-368.360247,0,0
U,2.842825347,-199.7194748,0,0
S,9.311909504,-139.0281771,1,0
R,-14.28255033,123.5863776,0,1
R,2.972323376,-29.9187911,0,0
U,-16.30796884,-137.1068369,1,1
T,3.659989569,-352.517144,0,1
R,-16.46840576,382.9862888,0,0
S,-12.11747575,-147.3992596,0,0
U,-68.25684731,232.945265,0,0
T,-33.23793317,-343.4796444,0,1
U,-68.36545006,322.5624535,0,0
R,-4.283307217,167.4847479,0,1
T,-26.46473622,-104.2850473,0,0
U,14.40584549,-373.5371383,0,1
U,-16.78336972,24.91530238,1,1
U,12.14297651,-386.608811,1,1
S,-20.72416213,-86.44330584,0,1
S,-19.26865291,56.35636216,0,1
U,7.902655034,-346.1339517,0,0
R,-15.30554061,256.7931842,0,1
U,-1.100688156,-431.624523,1,1
R,-11.98247807,299.4803093,0,0
S,35.58710813,-350.7901633,0,0
U,2.509685166,-299.8611545,0,0
